"task_id","user_id"
"43904","10"
"43905","10"
"43906","10"
"43907","10"
"43908","10"
"43909","10"
"43910","10"
"43911","10"
"43912","10"
"43913","10"
"43914","10"
"43915","10"
"46647","10"
"46648","10"
"46649","10"
"46650","10"
"46651","10"
"46652","10"
"46653","10"
"46654","10"
"46655","10"
"46656","10"
"46657","10"
"46658","10"
"46659","10"
"46660","10"
"46661","10"
"46662","10"
"46663","10"
"46664","10"
"46665","10"
"46666","10"
"46667","10"
"46668","10"
"46669","10"
"46670","10"
"46671","10"
"46672","10"
"46673","10"
"46674","10"
"46675","10"
"48846","10"
"48847","10"
"48848","10"
"48849","10"
"48850","10"
"48851","10"
"48852","10"
"48853","10"
"48854","10"
"48855","10"
"48856","10"
"48857","10"
"48858","10"
"48859","10"
"48860","10"
"48861","10"
"48862","10"
"48863","10"
"48864","10"
"48865","10"
"48866","10"
"48867","10"
"48868","10"
"48869","10"
"48870","10"
"48871","10"
"48872","10"
"48873","10"
"48874","10"
"51211","10"
"51212","10"
"51213","10"
"51214","10"
"51215","10"
"51216","10"
"51217","10"
"51218","10"
"51219","10"
"51220","10"
"51221","10"
"51222","10"
"51223","10"
"51224","10"
"51225","10"
"51226","10"
"51227","10"
"51228","10"
"51229","10"
"51230","10"
"51231","10"
"51232","10"
"51233","10"
"51234","10"
"51235","10"
"51236","10"
"51237","10"
"51238","10"
"51239","10"
"52153","10"
"52154","10"
"52208","10"
"52255","10"
"52271","10"
"52272","10"
"52312","10"
"52985","10"
"52987","10"
"53203","10"
"53205","10"
"53206","10"
"53237","10"
"53238","10"
"53239","10"
"53240","10"
"53241","10"
"53242","10"
"53243","10"
"53244","10"
"53245","10"
"53246","10"
"53247","10"
"53248","10"
"53249","10"
"53250","10"
"53251","10"
"53252","10"
"53253","10"
"53254","10"
"53255","10"
"53256","10"
"53257","10"
"53258","10"
"53259","10"
"53260","10"
"53261","10"
"53262","10"
"53263","10"
"53264","10"
"53265","10"
"56631","10"
"56632","10"
"56633","10"
"56634","10"
"56635","10"
"56636","10"
"56637","10"
"56638","10"
"56639","10"
"56640","10"
"56641","10"
"56642","10"
"56643","10"
"56644","10"
"56645","10"
"56646","10"
"56647","10"
"56648","10"
"56649","10"
"56650","10"
"56651","10"
"56652","10"
"56653","10"
"56654","10"
"56655","10"
"56656","10"
"56657","10"
"56658","10"
"56659","10"
"58977","10"
"58978","10"
"58979","10"
"58980","10"
"58981","10"
"58982","10"
"58983","10"
"58984","10"
"58985","10"
"58986","10"
"58987","10"
"58988","10"
"58989","10"
"58990","10"
"58991","10"
"58992","10"
"58993","10"
"58994","10"
"58995","10"
"58996","10"
"58997","10"
"58998","10"
"58999","10"
"59000","10"
"59001","10"
"59002","10"
"59003","10"
"59004","10"
"59005","10"
"61664","10"
"61665","10"
"61666","10"
"61667","10"
"61668","10"
"61669","10"
"61670","10"
"61671","10"
"61672","10"
"61673","10"
"61674","10"
"61675","10"
"61676","10"
"61677","10"
"61678","10"
"61679","10"
"61680","10"
"61681","10"
"61682","10"
"61683","10"
"61684","10"
"61685","10"
"61686","10"
"61687","10"
"61688","10"
"61689","10"
"61690","10"
"61691","10"
"61692","10"
"62170","10"
"62171","10"
"62815","10"
"62816","10"
"64331","10"
"64332","10"
"64333","10"
"67284","10"
"67285","10"
"67286","10"
"67287","10"
"67288","10"
"67289","10"
"67290","10"
"67291","10"
"67292","10"
"67293","10"
"67294","10"
"67295","10"
"67296","10"
"67297","10"
"67298","10"
"67299","10"
"67300","10"
"67301","10"
"67302","10"
"67303","10"
"67304","10"
"67305","10"
"67306","10"
"67307","10"
"67308","10"
"67309","10"
"67310","10"
"67311","10"
"67312","10"
"68278","10"
"68279","10"
"68280","10"
"68281","10"
"68282","10"
"68283","10"
"68284","10"
"68285","10"
"68286","10"
"68287","10"
"68288","10"
"68289","10"
"68290","10"
"68291","10"
"68292","10"
"68293","10"
"68294","10"
"68295","10"
"68296","10"
"68297","10"
"68298","10"
"68299","10"
"68300","10"
"68301","10"
"68302","10"
"68303","10"
"68304","10"
"68305","10"
"68306","10"
"70637","10"
"70638","10"
"70639","10"
"70640","10"
"70641","10"
"70642","10"
"70643","10"
"70644","10"
"70645","10"
"70646","10"
"70647","10"
"70648","10"
"70649","10"
"70650","10"
"70651","10"
"70652","10"
"70653","10"
"70654","10"
"70655","10"
"70656","10"
"70657","10"
"70658","10"
"70659","10"
"70660","10"
"70661","10"
"70662","10"
"70663","10"
"70664","10"
"70665","10"
"70951","10"
"4","11"
"5","11"
"6","11"
"7","11"
"10","11"
"134","11"
"135","11"
"139","11"
"140","11"
"141","11"
"142","11"
"143","11"
"181","11"
"204","11"
"206","11"
"207","11"
"208","11"
"209","11"
"230","11"
"235","11"
"236","11"
"253","11"
"254","11"
"288","11"
"289","11"
"351","11"
"398","11"
"404","11"
"424","11"
"425","11"
"426","11"
"427","11"
"433","11"
"458","11"
"459","11"
"572","11"
"573","11"
"575","11"
"577","11"
"578","11"
"584","11"
"585","11"
"586","11"
"589","11"
"590","11"
"591","11"
"592","11"
"593","11"
"594","11"
"595","11"
"605","11"
"606","11"
"607","11"
"608","11"
"741","11"
"742","11"
"743","11"
"744","11"
"841","11"
"842","11"
"843","11"
"866","11"
"867","11"
"873","11"
"874","11"
"875","11"
"876","11"
"877","11"
"878","11"
"879","11"
"880","11"
"967","11"
"968","11"
"969","11"
"970","11"
"971","11"
"972","11"
"973","11"
"974","11"
"975","11"
"976","11"
"1025","11"
"1026","11"
"1076","11"
"1077","11"
"1078","11"
"1079","11"
"1080","11"
"1081","11"
"1082","11"
"1083","11"
"1128","11"
"1129","11"
"1130","11"
"1131","11"
"1132","11"
"1163","11"
"1164","11"
"1165","11"
"1166","11"
"1167","11"
"1168","11"
"1169","11"
"1193","11"
"1194","11"
"1195","11"
"1196","11"
"1197","11"
"1198","11"
"1199","11"
"1200","11"
"1296","11"
"1297","11"
"1298","11"
"1299","11"
"1300","11"
"1362","11"
"1363","11"
"1364","11"
"1365","11"
"1366","11"
"1406","11"
"1407","11"
"1408","11"
"1409","11"
"1410","11"
"1411","11"
"1412","11"
"1413","11"
"1414","11"
"1415","11"
"1416","11"
"1417","11"
"1418","11"
"1419","11"
"1420","11"
"1421","11"
"1422","11"
"1467","11"
"1468","11"
"1469","11"
"1470","11"
"1471","11"
"1472","11"
"1473","11"
"1474","11"
"1475","11"
"1476","11"
"1477","11"
"1478","11"
"1528","11"
"1529","11"
"1530","11"
"1531","11"
"1532","11"
"1533","11"
"1534","11"
"1535","11"
"1536","11"
"1537","11"
"1585","11"
"1586","11"
"1587","11"
"1588","11"
"1589","11"
"1590","11"
"1591","11"
"1592","11"
"1593","11"
"1594","11"
"1595","11"
"1596","11"
"1652","11"
"1653","11"
"1654","11"
"1655","11"
"1656","11"
"1657","11"
"1658","11"
"1659","11"
"1660","11"
"1661","11"
"1662","11"
"1663","11"
"1721","11"
"1722","11"
"1723","11"
"1724","11"
"1725","11"
"1768","11"
"1769","11"
"1770","11"
"1771","11"
"1772","11"
"1773","11"
"1774","11"
"1775","11"
"1776","11"
"1777","11"
"1778","11"
"1779","11"
"1780","11"
"1781","11"
"1782","11"
"1783","11"
"1812","11"
"1813","11"
"1814","11"
"1815","11"
"1816","11"
"1817","11"
"1818","11"
"1819","11"
"1820","11"
"1821","11"
"1822","11"
"1823","11"
"1872","11"
"1873","11"
"1874","11"
"1875","11"
"1876","11"
"1894","11"
"1895","11"
"1896","11"
"1897","11"
"1898","11"
"1899","11"
"1900","11"
"1901","11"
"1902","11"
"1903","11"
"1904","11"
"1905","11"
"1906","11"
"1907","11"
"1908","11"
"1909","11"
"2016","11"
"2017","11"
"2018","11"
"2019","11"
"2020","11"
"2021","11"
"2022","11"
"2023","11"
"2024","11"
"2025","11"
"2026","11"
"2096","11"
"2097","11"
"2098","11"
"2099","11"
"2100","11"
"2135","11"
"2136","11"
"2137","11"
"2138","11"
"2139","11"
"2140","11"
"2141","11"
"2142","11"
"2143","11"
"2144","11"
"2145","11"
"2146","11"
"2147","11"
"2148","11"
"2149","11"
"2216","11"
"2217","11"
"2218","11"
"2219","11"
"2220","11"
"2221","11"
"2222","11"
"2223","11"
"2224","11"
"2225","11"
"2226","11"
"2266","11"
"2267","11"
"2268","11"
"2269","11"
"2270","11"
"2271","11"
"2272","11"
"2273","11"
"2274","11"
"2282","11"
"2283","11"
"2284","11"
"2285","11"
"2286","11"
"2287","11"
"2353","11"
"2354","11"
"2355","11"
"2356","11"
"2357","11"
"2358","11"
"2402","11"
"2403","11"
"2404","11"
"2405","11"
"2406","11"
"2407","11"
"2408","11"
"2409","11"
"2410","11"
"2465","11"
"2466","11"
"2467","11"
"2468","11"
"2469","11"
"2470","11"
"2519","11"
"2520","11"
"2521","11"
"2522","11"
"2523","11"
"2524","11"
"2575","11"
"2576","11"
"2577","11"
"2578","11"
"2579","11"
"2580","11"
"2581","11"
"2582","11"
"2583","11"
"2584","11"
"2585","11"
"2586","11"
"2587","11"
"2588","11"
"2629","11"
"2630","11"
"2631","11"
"2632","11"
"2633","11"
"2634","11"
"2788","11"
"2789","11"
"2790","11"
"2791","11"
"2792","11"
"2793","11"
"2794","11"
"2795","11"
"2830","11"
"2831","11"
"2832","11"
"2833","11"
"2834","11"
"2835","11"
"2836","11"
"2837","11"
"2838","11"
"2839","11"
"2840","11"
"2841","11"
"2842","11"
"2843","11"
"2844","11"
"2845","11"
"2846","11"
"2847","11"
"2848","11"
"2901","11"
"2902","11"
"2903","11"
"2904","11"
"2905","11"
"2944","11"
"2945","11"
"2946","11"
"2947","11"
"2948","11"
"2949","11"
"2950","11"
"2951","11"
"2989","11"
"2990","11"
"2991","11"
"2992","11"
"2993","11"
"2994","11"
"2995","11"
"2996","11"
"2997","11"
"2998","11"
"2999","11"
"3000","11"
"3001","11"
"3002","11"
"3003","11"
"3074","11"
"3075","11"
"3076","11"
"3077","11"
"3078","11"
"3146","11"
"3147","11"
"3148","11"
"3149","11"
"3150","11"
"3151","11"
"3152","11"
"3153","11"
"3192","11"
"3193","11"
"3194","11"
"3195","11"
"3196","11"
"3197","11"
"3198","11"
"3199","11"
"3200","11"
"3201","11"
"3202","11"
"3203","11"
"3204","11"
"3205","11"
"3206","11"
"3207","11"
"3258","11"
"3259","11"
"3260","11"
"3261","11"
"3262","11"
"3263","11"
"3275","11"
"3307","11"
"3308","11"
"3309","11"
"3310","11"
"3311","11"
"3312","11"
"3313","11"
"3314","11"
"3322","11"
"3323","11"
"3324","11"
"3325","11"
"3326","11"
"3327","11"
"3328","11"
"3329","11"
"3330","11"
"3331","11"
"3332","11"
"3333","11"
"3334","11"
"3335","11"
"3336","11"
"3337","11"
"3338","11"
"3431","11"
"3432","11"
"3433","11"
"3434","11"
"3435","11"
"3436","11"
"3437","11"
"3539","11"
"3540","11"
"3541","11"
"3542","11"
"3543","11"
"3544","11"
"3545","11"
"3546","11"
"3576","11"
"3577","11"
"3578","11"
"3579","11"
"3580","11"
"3581","11"
"3582","11"
"3583","11"
"3584","11"
"3585","11"
"3586","11"
"3587","11"
"3588","11"
"3589","11"
"3590","11"
"3591","11"
"3592","11"
"3593","11"
"3594","11"
"3659","11"
"3660","11"
"3661","11"
"3662","11"
"3663","11"
"3664","11"
"3665","11"
"3704","11"
"3705","11"
"3706","11"
"3707","11"
"3711","11"
"3712","11"
"3752","11"
"3753","11"
"3754","11"
"3772","11"
"3773","11"
"3774","11"
"3775","11"
"3816","11"
"3817","11"
"3844","11"
"3845","11"
"3873","11"
"3874","11"
"3875","11"
"3876","11"
"3877","11"
"3878","11"
"3879","11"
"3880","11"
"3898","11"
"3899","11"
"3946","11"
"3947","11"
"3992","11"
"3993","11"
"3994","11"
"4023","11"
"4024","11"
"4025","11"
"4026","11"
"4027","11"
"4028","11"
"4029","11"
"4030","11"
"4031","11"
"4032","11"
"4033","11"
"4034","11"
"4073","11"
"4074","11"
"4075","11"
"4076","11"
"4099","11"
"4100","11"
"4101","11"
"4102","11"
"4103","11"
"4124","11"
"4125","11"
"4126","11"
"4127","11"
"4128","11"
"4129","11"
"4130","11"
"4131","11"
"4132","11"
"4133","11"
"4164","11"
"4165","11"
"4166","11"
"4167","11"
"4204","11"
"4205","11"
"4206","11"
"4222","11"
"4223","11"
"4224","11"
"4225","11"
"4226","11"
"4227","11"
"4228","11"
"4229","11"
"4230","11"
"4231","11"
"4266","11"
"4267","11"
"4268","11"
"4269","11"
"4299","11"
"4300","11"
"4301","11"
"4309","11"
"4310","11"
"4311","11"
"4312","11"
"4313","11"
"4314","11"
"4315","11"
"4316","11"
"4317","11"
"4390","11"
"4391","11"
"4392","11"
"4393","11"
"4447","11"
"4448","11"
"4449","11"
"4458","11"
"4459","11"
"4460","11"
"4461","11"
"4462","11"
"4463","11"
"4464","11"
"4465","11"
"4466","11"
"4467","11"
"4516","11"
"4517","11"
"4518","11"
"4519","11"
"4596","11"
"4597","11"
"4598","11"
"4599","11"
"4600","11"
"4601","11"
"4602","11"
"4603","11"
"4604","11"
"4605","11"
"4606","11"
"4607","11"
"4608","11"
"4609","11"
"4610","11"
"4611","11"
"4612","11"
"4613","11"
"4614","11"
"4615","11"
"4616","11"
"4617","11"
"4618","11"
"4619","11"
"4639","11"
"4640","11"
"4641","11"
"4642","11"
"4643","11"
"4644","11"
"4645","11"
"4646","11"
"4647","11"
"4648","11"
"4649","11"
"4650","11"
"4651","11"
"4652","11"
"4653","11"
"4654","11"
"4765","11"
"4766","11"
"4767","11"
"4768","11"
"4769","11"
"4770","11"
"4771","11"
"4772","11"
"4773","11"
"4774","11"
"4842","11"
"4843","11"
"4844","11"
"4845","11"
"4846","11"
"4847","11"
"4848","11"
"4849","11"
"4850","11"
"4851","11"
"4852","11"
"4853","11"
"4854","11"
"4855","11"
"4856","11"
"4857","11"
"4858","11"
"4859","11"
"4860","11"
"4861","11"
"4862","11"
"4863","11"
"4864","11"
"4865","11"
"4866","11"
"4867","11"
"4868","11"
"4869","11"
"4870","11"
"4983","11"
"4984","11"
"4985","11"
"4986","11"
"4987","11"
"4988","11"
"4989","11"
"4990","11"
"4991","11"
"4992","11"
"4993","11"
"4994","11"
"4995","11"
"4996","11"
"4997","11"
"4998","11"
"5165","11"
"5166","11"
"5167","11"
"5168","11"
"5169","11"
"5170","11"
"5171","11"
"5172","11"
"5173","11"
"5174","11"
"5287","11"
"5288","11"
"5289","11"
"5290","11"
"5291","11"
"5292","11"
"5293","11"
"5294","11"
"5295","11"
"5296","11"
"5297","11"
"5298","11"
"5299","11"
"5300","11"
"5301","11"
"5302","11"
"5303","11"
"5304","11"
"5305","11"
"5306","11"
"5307","11"
"5308","11"
"5309","11"
"5310","11"
"5311","11"
"5312","11"
"5313","11"
"5314","11"
"5315","11"
"5408","11"
"5409","11"
"5410","11"
"5411","11"
"5412","11"
"5413","11"
"5414","11"
"5415","11"
"5416","11"
"5417","11"
"5418","11"
"5419","11"
"5420","11"
"5421","11"
"5422","11"
"5423","11"
"5717","11"
"5718","11"
"5719","11"
"5720","11"
"5721","11"
"5722","11"
"5723","11"
"5724","11"
"5725","11"
"5726","11"
"5727","11"
"5728","11"
"5729","11"
"5730","11"
"5788","11"
"5789","11"
"5790","11"
"5791","11"
"5792","11"
"5793","11"
"5794","11"
"5795","11"
"5796","11"
"5797","11"
"5798","11"
"5799","11"
"5800","11"
"5801","11"
"5802","11"
"5803","11"
"5804","11"
"5805","11"
"5806","11"
"5807","11"
"5808","11"
"5809","11"
"5810","11"
"5974","11"
"5975","11"
"5976","11"
"5977","11"
"5978","11"
"5979","11"
"5980","11"
"5981","11"
"5982","11"
"5983","11"
"5984","11"
"5985","11"
"5986","11"
"5987","11"
"5988","11"
"5989","11"
"5990","11"
"5991","11"
"5992","11"
"5993","11"
"5994","11"
"5995","11"
"5996","11"
"5997","11"
"5998","11"
"5999","11"
"6000","11"
"6001","11"
"6060","11"
"6061","11"
"6062","11"
"6063","11"
"6064","11"
"6065","11"
"6066","11"
"6067","11"
"6068","11"
"6069","11"
"6070","11"
"6142","11"
"6143","11"
"6144","11"
"6145","11"
"6146","11"
"6147","11"
"6148","11"
"6149","11"
"6150","11"
"6151","11"
"6152","11"
"6153","11"
"6154","11"
"6155","11"
"6156","11"
"6157","11"
"6158","11"
"6159","11"
"6160","11"
"6161","11"
"6162","11"
"6163","11"
"6260","11"
"6261","11"
"6262","11"
"6263","11"
"6264","11"
"6265","11"
"6266","11"
"6267","11"
"6268","11"
"6269","11"
"6270","11"
"6271","11"
"6272","11"
"6372","11"
"6373","11"
"6374","11"
"6375","11"
"6376","11"
"6377","11"
"6378","11"
"6379","11"
"6380","11"
"6425","11"
"6426","11"
"6427","11"
"6428","11"
"6429","11"
"6430","11"
